name, success_rate, success_count, totol_problem_count, problems_solved, compilation_error_rate, compilation_error_count, total_answer_count, problems_w_ce, ce_rate_list, first_success_pos, avg_first_success_pos, avg_success_rate, first_success_count, first_success_rate
codet5-base_sufu__test,31.03%,18.0,58.0,"[0, 1, 4, 5, 7, 9, 16, 22, 23, 29, 31, 36, 41, 44, 47, 49, 50, 55]",86.38%,501.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.6, 0.6, 1.0, 1.0, 0.8, 0.7, 1.0, 0.4, 1.0, 0.7, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0, 0.9, 1.0, 0.6, 1.0, 0.7, 1.0, 1.0, 1.0, 0.9, 0.9, 0.5, 0.5, 1.0, 0.9, 0.6, 1.0, 1.0, 0.8, 1.0, 1.0, 0.6, 0.8, 0.8, 0.8, 1.0, 1.0, 0.9, 1.0, 0.8, 0.9, 0.6]","[0, 7, 10, 10, 0, 0, 10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 3, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 2, 10, 10, 0, 10, 4, 0, 10, 10, 10, 10, 0, 10, 10]",7.17,8.10%,14.0,24.14%
codet5p-770m_sufu__test,0.00%,0.0,58.0,[],50.00%,290.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",10.0,0.00%,0.0,0.00%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/200),0.00%,0.0,67.0,[],7.31%,49.0,670.0,"[24, 25, 28, 30, 35, 40, 47, 51, 52, 54, 55, 58, 62, 66]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.3, 0.0, 0.0, 0.4, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.3, 0.0, 0.1, 0.3, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.2]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",10.0,0.00%,0.0,0.00%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/220),13.43%,9.0,67.0,"[4, 7, 8, 20, 26, 43, 44, 46, 53]",26.42%,177.0,670.0,"[2, 3, 4, 5, 8, 10, 11, 12, 16, 17, 19, 20, 21, 24, 25, 26, 27, 28, 29, 30, 32, 35, 36, 38, 41, 45, 47, 48, 51, 53, 55, 57, 60, 61, 64, 65, 66]","[0.0, 0.0, 1.0, 0.1, 0.5, 0.9, 0.0, 0.0, 0.3, 0.0, 0.1, 0.1, 0.4, 0.0, 0.0, 0.0, 0.7, 0.4, 0.0, 0.5, 0.7, 0.2, 0.0, 0.0, 0.5, 0.6, 0.5, 0.3, 0.2, 0.1, 0.4, 0.0, 0.3, 0.0, 0.0, 0.6, 0.8, 0.0, 0.1, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.2, 0.0, 0.1, 0.9, 0.0, 0.0, 1.0, 0.0, 0.2, 0.0, 0.9, 0.0, 0.2, 0.0, 0.0, 0.9, 0.9, 0.0, 0.0, 0.3, 0.6, 0.7]","[10, 10, 10, 10, 1, 10, 10, 0, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10, 10, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 3, 10, 4, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",9.03,4.33%,2.0,2.99%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/240),16.42%,11.0,67.0,"[4, 7, 11, 20, 22, 23, 43, 44, 46, 52, 54]",36.42%,244.0,670.0,"[0, 2, 4, 5, 8, 9, 10, 11, 12, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 35, 36, 38, 43, 44, 46, 47, 48, 49, 51, 52, 53, 54, 55, 57, 60, 61, 64, 65, 66]","[0.8, 0.0, 0.6, 0.0, 0.2, 1.0, 0.0, 0.0, 1.0, 0.6, 0.4, 0.3, 0.2, 0.0, 0.0, 0.1, 0.0, 0.1, 0.2, 0.0, 0.6, 1.0, 0.1, 0.3, 1.0, 1.0, 0.6, 0.4, 0.0, 0.8, 1.0, 0.7, 1.0, 0.0, 0.0, 0.7, 0.3, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.2, 0.5, 0.0, 0.3, 1.0, 1.0, 0.1, 0.0, 0.2, 0.1, 0.6, 0.5, 1.0, 0.0, 0.6, 0.0, 0.0, 0.4, 0.9, 0.0, 0.0, 0.2, 1.0, 0.1]","[10, 10, 10, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 8, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 3, 10, 10, 10, 10, 10, 6, 10, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",8.82,4.78%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/260),17.91%,12.0,67.0,"[3, 4, 7, 19, 22, 26, 35, 43, 44, 46, 53, 62]",33.13%,222.0,670.0,"[2, 4, 5, 7, 8, 9, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 34, 35, 36, 38, 39, 41, 43, 46, 47, 48, 50, 51, 53, 54, 55, 56, 57, 59, 60, 64, 65]","[0.0, 0.0, 0.6, 0.0, 0.7, 0.5, 0.0, 0.5, 1.0, 0.1, 0.0, 0.5, 0.1, 0.1, 0.0, 0.0, 0.3, 0.0, 0.4, 0.2, 0.4, 1.0, 0.1, 0.3, 1.0, 0.3, 0.4, 0.8, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0, 0.2, 0.2, 0.8, 0.0, 0.4, 0.1, 0.0, 0.5, 0.0, 0.3, 0.0, 0.0, 0.1, 0.7, 1.0, 0.0, 1.0, 0.1, 0.0, 0.2, 0.3, 1.0, 0.2, 1.0, 0.0, 0.2, 0.6, 0.0, 0.0, 0.0, 0.7, 0.8, 0.0]","[10, 10, 10, 8, 4, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 6, 10, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.69,5.37%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/280),20.90%,14.0,67.0,"[0, 3, 4, 22, 26, 27, 35, 37, 43, 44, 46, 52, 53, 62]",46.72%,313.0,670.0,"[0, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 41, 43, 47, 48, 50, 51, 53, 55, 56, 57, 60, 61, 62, 63, 64, 65, 66]","[0.6, 0.0, 0.9, 0.1, 0.2, 1.0, 0.0, 1.0, 0.6, 1.0, 0.0, 1.0, 0.1, 1.0, 0.3, 0.0, 0.7, 0.2, 0.0, 0.3, 0.8, 1.0, 0.2, 0.3, 1.0, 0.8, 0.2, 0.5, 0.0, 0.6, 1.0, 0.9, 1.0, 0.4, 0.3, 0.2, 1.0, 0.0, 1.0, 0.5, 0.0, 1.0, 0.0, 0.2, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.1, 0.2, 0.0, 0.2, 0.0, 1.0, 0.2, 0.8, 0.0, 0.0, 0.8, 0.3, 0.7, 1.0, 0.4, 0.7, 1.0]","[4, 10, 10, 9, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 0, 2, 10, 10, 10, 10, 10, 10, 10, 4, 10, 1, 10, 10, 10, 10, 10, 0, 0, 10, 7, 10, 10, 10, 10, 10, 4, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.43,4.63%,6.0,8.96%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/300),16.42%,11.0,67.0,"[0, 4, 7, 11, 20, 22, 37, 43, 44, 46, 53]",44.93%,301.0,670.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 43, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 60, 61, 63, 64, 65, 66]","[0.4, 0.2, 0.8, 1.0, 0.1, 1.0, 0.0, 0.3, 0.7, 0.3, 0.6, 0.4, 0.2, 1.0, 0.1, 0.0, 0.1, 0.3, 0.0, 0.3, 0.3, 1.0, 0.6, 0.5, 1.0, 1.0, 0.1, 0.9, 0.1, 0.0, 1.0, 1.0, 1.0, 0.6, 1.0, 0.3, 0.0, 0.2, 1.0, 0.6, 0.0, 0.9, 0.2, 0.2, 0.0, 0.0, 0.0, 0.5, 0.4, 0.2, 0.2, 0.3, 0.0, 0.1, 0.1, 1.0, 0.4, 1.0, 0.3, 0.0, 0.3, 0.9, 0.0, 1.0, 0.5, 1.0, 0.6]","[6, 10, 10, 10, 7, 10, 10, 0, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",8.76,5.37%,6.0,8.96%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/320),13.43%,9.0,67.0,"[3, 7, 11, 23, 26, 37, 43, 44, 62]",50.45%,338.0,670.0,"[0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 64, 65, 66]","[0.7, 0.2, 0.4, 0.0, 0.2, 0.9, 0.0, 0.1, 1.0, 1.0, 0.4, 0.4, 0.1, 0.3, 0.9, 0.2, 0.4, 0.0, 0.1, 0.1, 0.0, 1.0, 0.8, 0.1, 1.0, 0.9, 0.5, 1.0, 0.2, 1.0, 0.8, 1.0, 0.7, 0.2, 1.0, 0.6, 1.0, 0.2, 1.0, 0.7, 0.0, 0.7, 0.0, 0.3, 0.0, 0.1, 0.2, 0.7, 1.0, 0.3, 0.0, 0.6, 0.2, 0.8, 0.3, 1.0, 1.0, 0.6, 0.0, 0.8, 0.6, 1.0, 0.0, 0.0, 1.0, 0.5, 1.0]","[10, 10, 10, 1, 10, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10]",8.81,4.03%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/340),19.40%,13.0,67.0,"[7, 11, 22, 23, 26, 33, 35, 37, 43, 44, 46, 54, 62]",47.76%,320.0,670.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 47, 48, 51, 52, 53, 55, 57, 58, 60, 61, 64, 65]","[0.3, 0.2, 0.5, 0.5, 0.5, 1.0, 0.0, 0.2, 0.9, 0.6, 0.5, 0.7, 0.4, 1.0, 0.0, 0.2, 1.0, 0.1, 0.3, 0.2, 0.6, 1.0, 0.1, 0.1, 1.0, 1.0, 0.6, 1.0, 0.3, 0.0, 1.0, 1.0, 1.0, 0.2, 0.6, 0.7, 1.0, 0.1, 1.0, 0.5, 0.0, 0.3, 0.1, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.9, 0.3, 0.6, 0.0, 1.0, 0.0, 1.0, 0.5, 0.0, 0.6, 1.0, 0.0, 0.0, 0.4, 0.9, 0.0]","[10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 7, 10, 10, 3, 10, 10, 10, 10, 10, 10, 1, 10, 3, 10, 2, 10, 10, 10, 10, 10, 0, 5, 10, 1, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.6,4.78%,3.0,4.48%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/360),13.43%,9.0,67.0,"[4, 7, 10, 23, 37, 43, 44, 53, 65]",43.43%,291.0,670.0,"[0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 48, 51, 53, 54, 55, 57, 60, 61, 62, 63, 64, 65]","[0.4, 0.0, 0.7, 0.2, 0.1, 1.0, 0.0, 0.0, 1.0, 0.6, 0.2, 0.4, 0.4, 1.0, 0.4, 0.1, 0.5, 0.3, 0.0, 0.1, 0.4, 1.0, 0.3, 0.3, 1.0, 0.4, 0.8, 0.8, 0.1, 0.8, 1.0, 0.6, 1.0, 0.0, 0.0, 0.7, 1.0, 0.3, 1.0, 0.5, 0.7, 0.6, 0.0, 0.7, 0.1, 0.2, 0.9, 0.0, 0.9, 0.0, 0.0, 0.5, 0.0, 0.1, 0.1, 1.0, 0.0, 0.4, 0.0, 0.0, 0.6, 1.0, 0.2, 0.2, 0.7, 0.8, 0.0]","[10, 10, 10, 10, 4, 10, 10, 0, 10, 10, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10]",8.87,3.73%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/380),14.93%,10.0,67.0,"[4, 7, 11, 35, 37, 43, 44, 46, 53, 62]",47.61%,319.0,670.0,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 17, 18, 20, 21, 22, 24, 25, 26, 27, 29, 30, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 65, 66]","[0.6, 0.0, 0.9, 0.6, 0.4, 0.7, 0.0, 0.6, 0.4, 1.0, 0.3, 0.4, 0.6, 0.0, 0.1, 0.0, 0.0, 0.2, 0.3, 0.0, 1.0, 1.0, 0.2, 0.0, 1.0, 1.0, 0.4, 1.0, 0.0, 0.9, 0.9, 0.0, 1.0, 0.0, 0.3, 0.6, 1.0, 0.5, 1.0, 0.5, 0.2, 0.7, 0.0, 0.3, 0.0, 0.0, 0.3, 1.0, 1.0, 0.0, 0.8, 0.1, 0.6, 0.4, 0.3, 1.0, 0.8, 1.0, 0.0, 0.4, 0.4, 1.0, 0.0, 1.0, 0.0, 0.9, 0.3]","[10, 10, 10, 10, 5, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 2, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.69,5.07%,7.0,10.45%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/400),13.43%,9.0,67.0,"[7, 11, 20, 22, 43, 44, 46, 53, 65]",51.04%,342.0,670.0,"[0, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66]","[1.0, 0.0, 1.0, 0.1, 0.7, 0.8, 0.0, 0.1, 0.0, 1.0, 0.7, 0.6, 0.5, 0.0, 0.5, 0.4, 0.0, 0.8, 0.0, 0.1, 0.0, 1.0, 0.1, 0.5, 1.0, 0.3, 0.3, 1.0, 0.2, 0.8, 1.0, 1.0, 1.0, 0.0, 0.6, 0.9, 1.0, 0.3, 1.0, 0.3, 0.3, 0.4, 0.0, 0.2, 0.1, 0.6, 0.6, 1.0, 1.0, 0.1, 0.0, 1.0, 0.0, 0.4, 0.4, 1.0, 0.1, 1.0, 0.0, 0.7, 0.8, 0.8, 0.0, 1.0, 0.7, 0.7, 0.7]","[10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 1, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 10]",8.81,3.43%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/420),14.93%,10.0,67.0,"[0, 7, 11, 22, 23, 26, 37, 43, 44, 46]",44.93%,301.0,670.0,"[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 14, 16, 18, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 35, 36, 38, 39, 41, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 65]","[0.3, 0.1, 1.0, 0.9, 0.4, 1.0, 0.0, 0.0, 0.0, 1.0, 0.2, 0.2, 0.1, 0.0, 0.2, 0.0, 0.3, 0.0, 0.6, 0.0, 0.9, 1.0, 0.4, 0.0, 1.0, 1.0, 0.2, 1.0, 0.0, 0.6, 1.0, 0.7, 1.0, 0.4, 0.0, 0.7, 0.6, 0.0, 1.0, 0.6, 0.0, 1.0, 0.0, 0.4, 0.0, 0.2, 0.4, 0.9, 1.0, 0.2, 0.0, 0.6, 0.1, 0.5, 0.2, 1.0, 0.5, 1.0, 0.2, 1.0, 0.5, 0.7, 0.0, 0.0, 0.5, 0.8, 0.0]","[0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 0, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 0, 0, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",8.88,5.37%,5.0,7.46%
codet5p-220m_mbjp__test(2025-06-15_10-27-59/440),20.90%,14.0,67.0,"[0, 3, 7, 11, 19, 20, 23, 26, 37, 43, 44, 46, 53, 62]",41.64%,279.0,670.0,"[0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 41, 43, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 64, 65]","[0.4, 0.4, 1.0, 0.4, 0.5, 0.8, 0.0, 0.0, 0.0, 0.2, 0.2, 0.5, 0.2, 1.0, 0.0, 0.0, 0.3, 0.0, 0.1, 0.2, 0.4, 0.5, 0.1, 0.1, 1.0, 1.0, 0.5, 1.0, 0.1, 0.5, 1.0, 0.4, 0.9, 0.2, 0.0, 0.7, 1.0, 0.0, 0.8, 0.6, 0.0, 0.7, 0.0, 0.4, 0.0, 0.5, 0.2, 0.8, 1.0, 0.0, 0.1, 0.1, 0.3, 0.2, 0.9, 1.0, 0.0, 1.0, 1.0, 0.1, 0.2, 1.0, 0.0, 0.0, 0.4, 1.0, 0.0]","[4, 10, 10, 2, 10, 10, 10, 5, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 6, 4, 10, 10, 1, 10, 10, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.36,5.82%,6.0,8.96%
codet5-base_mbjp__test(2025-07-02_15-48-24/50),20.90%,14.0,67.0,"[4, 6, 7, 11, 18, 19, 20, 26, 33, 37, 40, 43, 53, 62]",35.52%,238.0,670.0,"[0, 2, 3, 5, 7, 8, 9, 12, 14, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 35, 36, 37, 38, 41, 42, 43, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 64, 65, 66]","[0.3, 0.0, 0.7, 0.4, 0.0, 1.0, 0.0, 0.1, 0.1, 0.4, 0.0, 0.0, 0.6, 0.0, 0.3, 0.0, 0.9, 0.0, 0.1, 0.0, 0.7, 0.4, 0.9, 0.9, 1.0, 0.6, 0.2, 0.5, 0.0, 0.9, 0.9, 0.1, 0.0, 0.1, 0.0, 0.8, 1.0, 0.1, 0.1, 0.0, 0.0, 0.8, 0.1, 0.2, 0.0, 0.1, 0.1, 0.8, 0.2, 0.0, 0.0, 0.1, 0.1, 0.7, 0.4, 1.0, 0.1, 1.0, 0.0, 0.1, 1.0, 1.0, 0.1, 0.0, 0.3, 0.7, 0.8]","[10, 10, 10, 10, 0, 10, 0, 3, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 2, 1, 3, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 5, 10, 10, 0, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.19,8.66%,7.0,10.45%
codet5-base_mbjp__test(2025-07-02_15-48-24/60),14.93%,10.0,67.0,"[4, 6, 7, 22, 26, 27, 35, 37, 40, 43]",41.64%,279.0,670.0,"[0, 2, 3, 4, 5, 6, 8, 9, 12, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 38, 40, 41, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 57, 59, 60, 61, 62, 64, 65, 66]","[0.6, 0.0, 0.9, 0.5, 0.4, 1.0, 0.4, 0.0, 1.0, 0.4, 0.0, 0.0, 0.6, 0.0, 0.1, 0.0, 0.2, 0.7, 1.0, 0.0, 0.9, 0.5, 0.5, 0.5, 1.0, 1.0, 0.2, 0.3, 0.2, 0.6, 1.0, 0.2, 0.7, 0.1, 0.0, 0.6, 1.0, 0.0, 0.8, 0.0, 0.1, 1.0, 0.0, 0.1, 0.0, 0.5, 0.3, 0.8, 0.2, 0.5, 0.0, 0.6, 0.3, 0.2, 0.4, 1.0, 0.0, 0.3, 0.0, 0.3, 0.2, 0.4, 0.7, 0.0, 0.5, 0.7, 0.9]","[10, 10, 10, 10, 5, 10, 0, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 1, 10, 10, 0, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",8.7,4.78%,6.0,8.96%
